;simu;n_obs;mutation_rate;c;ageing;replicate;last_time_step;mean_choice_last_step;n_repro_last_step;mean_demos;mean_n_obs;tradition_duration
201;3;5;0.1;0.5;0.1;1;101;0.4470046;233;222.3465;5;0
202;3;5;0.1;0.5;0.1;2;119;0.55;220;225.1849;5;18
203;3;5;0.1;0.5;0.1;3;109;0.3883495;230;225.1835;5;8
204;3;5;0.1;0.5;0.1;4;101;0.5388128;221;223.9901;5;0
205;3;5;0.1;0.5;0.1;5;103;0.4657534;243;225.3107;5;2
206;3;5;0.1;0.5;0.1;6;105;0.4745763;238;222.2667;5;4
207;3;5;0.1;0.5;0.1;7;101;0.5344828;202;223.9208;5;0
208;3;5;0.1;0.5;0.1;8;102;0.4349776;206;224.2353;5;1
209;3;5;0.1;0.5;0.1;9;102;0.4713656;234;223.2451;5;1
210;3;5;0.1;0.5;0.1;10;102;0.4521739;231;226.3725;5;1
211;3;5;0.1;0.5;0.1;11;103;0.5156951;231;224.4369;5;2
212;3;5;0.1;0.5;0.1;12;103;0.5879828;219;223.3495;5;2
213;3;5;0.1;0.5;0.1;13;103;0.4469027;217;223.8155;5;2
214;3;5;0.1;0.5;0.1;14;102;0.6442308;256;225.4706;5;1
215;3;5;0.1;0.5;0.1;15;101;0.5378151;209;225.5347;5;0
216;3;5;0.1;0.5;0.1;16;101;0.4043478;247;224.604;5;0
217;3;5;0.1;0.5;0.1;17;114;0.6098655;204;221.8596;5;13
218;3;5;0.1;0.5;0.1;18;105;0.4285714;219;225.2952;5;4
219;3;5;0.1;0.5;0.1;19;101;0.5209302;208;224.4356;5;0
220;3;5;0.1;0.5;0.1;20;102;0.5;228;224.1471;5;1
221;3;5;0.1;0.5;0.1;21;101;0.5506608;224;222.2178;5;0
222;3;5;0.1;0.5;0.1;22;106;0.475;237;222.717;5;5
223;3;5;0.1;0.5;0.1;23;105;0.5577889;252;224.7143;5;4
224;3;5;0.1;0.5;0.1;24;101;0.4977169;216;223.1188;5;0
225;3;5;0.1;0.5;0.1;25;103;0.4454148;221;223.6893;5;2
226;3;5;0.1;0.5;0.1;26;106;0.5954545;252;224.8019;5;5
227;3;5;0.1;0.5;0.1;27;103;0.5;223;224.0388;5;2
228;3;5;0.1;0.5;0.1;28;101;0.4069264;241;223.7624;5;0
229;3;5;0.1;0.5;0.1;29;101;0.3832599;213;224.7327;5;0
230;3;5;0.1;0.5;0.1;30;108;0.5238095;228;223.9722;5;7
231;3;5;0.1;0.5;0.1;31;101;0.4692982;230;225.0198;5;0
232;3;5;0.1;0.5;0.1;32;101;0.4978355;221;223.6436;5;0
233;3;5;0.1;0.5;0.1;33;102;0.5701357;224;223.2255;5;1
234;3;5;0.1;0.5;0.1;34;111;0.516129;229;222.1261;5;10
235;3;5;0.1;0.5;0.1;35;103;0.4878049;226;225.2816;5;2
236;3;5;0.1;0.5;0.1;36;101;0.4394619;246;222.8812;5;0
237;3;5;0.1;0.5;0.1;37;103;0.5565217;233;223.3107;5;2
238;3;5;0.1;0.5;0.1;38;102;0.531401;228;225.1961;5;1
239;3;5;0.1;0.5;0.1;39;101;0.4470046;208;224.7327;5;0
240;3;5;0.1;0.5;0.1;40;101;0.5221239;238;223.5644;5;0
241;3;5;0.1;0.5;0.1;41;110;0.4647887;233;224.3727;5;9
242;3;5;0.1;0.5;0.1;42;101;0.4924623;230;222.9406;5;0
243;3;5;0.1;0.5;0.1;43;101;0.5190476;229;223.2772;5;0
244;3;5;0.1;0.5;0.1;44;102;0.4179104;242;222.6176;5;1
245;3;5;0.1;0.5;0.1;45;102;0.5585586;230;225.0098;5;1
246;3;5;0.1;0.5;0.1;46;119;0.3974359;207;223.1429;5;18
