;simu;n_obs;mutation_rate;c;n_steps_removed;replicate;last_time_step;mean_choice_last_step;n_repro_last_step;mean_demos;mean_n_obs;tradition_duration
311;4;7;0.1;0.5;25;11;27;0.4853556;234;224.3704;7;1
312;4;7;0.1;0.5;25;12;27;0.4633028;227;220.7778;7;1
313;4;7;0.1;0.5;25;13;27;0.4361233;226;225.0741;7;1
314;4;7;0.1;0.5;25;14;26;0.5576037;216;220.2692;7;0
315;4;7;0.1;0.5;25;15;30;0.4391304;238;222.4333;7;4
316;4;7;0.1;0.5;25;16;26;0.5423729;222;222.1923;7;0
317;4;7;0.1;0.5;25;17;26;0.4848485;235;221.3077;7;0
318;4;7;0.1;0.5;25;18;28;0.4979424;210;224;7;2
319;4;7;0.1;0.5;25;19;26;0.5492228;226;225.7308;7;0
320;4;7;0.1;0.5;25;20;26;0.5454545;224;223.3077;7;0
321;4;7;0.1;0.5;25;21;27;0.5560538;236;225.2222;7;1
322;4;7;0.1;0.5;25;22;27;0.5162791;216;223.5926;7;1
323;4;7;0.1;0.5;25;23;26;0.4816514;218;224.5769;7;0
324;4;7;0.1;0.5;25;24;27;0.457265;215;222.1852;7;1
325;4;7;0.1;0.5;25;25;27;0.495614;232;224.963;7;1
326;4;7;0.1;0.5;25;26;27;0.4789916;211;224.1111;7;1
327;4;7;0.1;0.5;25;27;29;0.5251142;240;223.4828;7;3
328;4;7;0.1;0.5;25;28;30;0.525;197;225.5333;7;4
329;4;7;0.1;0.5;25;29;28;0.5045872;217;223.3214;7;2
330;4;7;0.1;0.5;25;30;28;0.5070423;229;225.9643;7;2
331;4;7;0.1;0.5;25;31;27;0.4491979;211;222.4815;7;1
332;4;7;0.1;0.5;25;32;29;0.4657534;218;221.2759;7;3
333;4;7;0.1;0.5;25;33;26;0.4713656;222;226.6923;7;0
334;4;7;0.1;0.5;25;34;27;0.5223214;220;224.3333;7;1
335;4;7;0.1;0.5;25;35;26;0.5471698;219;220.1923;7;0
336;4;7;0.1;0.5;25;36;26;0.4507042;237;221.3846;7;0
337;4;7;0.1;0.5;25;37;26;0.5584416;209;221.8846;7;0
338;4;7;0.1;0.5;25;38;26;0.4304933;261;224.8846;7;0
339;4;7;0.1;0.5;25;39;29;0.5064935;210;223.931;7;3
340;4;7;0.1;0.5;25;40;26;0.5141509;238;222.5385;7;0
341;4;7;0.1;0.5;25;41;28;0.5162791;234;225.8929;7;2
342;4;7;0.1;0.5;25;42;28;0.4848485;250;222.2143;7;2
343;4;7;0.1;0.5;25;43;28;0.5596708;227;224.1786;7;2
344;4;7;0.1;0.5;25;44;28;0.5112108;239;224.2857;7;2
345;4;7;0.1;0.5;25;45;29;0.4727273;221;223.2414;7;3
346;4;7;0.1;0.5;25;46;26;0.5110132;238;225.8077;7;0
347;4;7;0.1;0.5;25;47;26;0.4844444;208;220.4231;7;0
348;4;7;0.1;0.5;25;48;26;0.5289575;192;221.5385;7;0
349;4;7;0.1;0.5;25;49;27;0.4633028;225;224.5556;7;1
350;4;7;0.1;0.5;25;50;30;0.4727273;231;222.4;7;4
351;4;7;0.1;0.5;25;51;26;0.5495495;204;224.0769;7;0
352;4;7;0.1;0.5;25;52;30;0.4827586;233;225;7;4
353;4;7;0.1;0.5;25;53;29;0.4887892;232;224.5517;7;3
354;4;7;0.1;0.5;25;54;26;0.4745763;226;225;7;0
355;4;7;0.1;0.5;25;55;26;0.5394737;226;220.1154;7;0
356;4;7;0.1;0.5;25;56;30;0.5020747;208;223.5333;7;4
357;4;7;0.1;0.5;25;57;26;0.4206009;239;224.1538;7;0
358;4;7;0.1;0.5;25;58;26;0.5207373;229;225.9231;7;0
359;4;7;0.1;0.5;25;59;27;0.4734513;209;224.9259;7;1
360;4;7;0.1;0.5;25;60;26;0.5021277;224;221.1923;7;0
361;4;7;0.1;0.5;25;61;29;0.5289575;197;223.8966;7;3
362;4;7;0.1;0.5;25;62;29;0.4841629;229;223.3103;7;3
363;4;7;0.1;0.5;25;63;26;0.5086207;232;220.3077;7;0
364;4;7;0.1;0.5;25;64;28;0.4891775;245;227.1429;7;2
365;4;7;0.1;0.5;25;65;26;0.5152838;221;223.6154;7;0
366;4;7;0.1;0.5;25;66;27;0.4908257;222;223.1481;7;1
367;4;7;0.1;0.5;25;67;30;0.48;243;226.4667;7;4
